NomeLoja;EnderecoWeb;Endereco;Cidade;CEP;CNPJ;Horario;GrupoCardapio
Gabi Refeições;https://www.ifood.com.br/delivery/paulista-pe/gabi-refeicoes-nossa-senhora-do-o/073f4d48-8773-4220-81e8-059119dd1d36;Rua Brigadeiro Aldo Pinho Alves, 556 - Nossa Senhora do Ó;Paulista - PE;53429-060;34.562.284/0001-21;['Segunda-feira - 11:00 às 15:00 - 17:30 às 21:00', 'Terça-feira - 11:00 às 15:00 - 17:30 às 21:00', 'Quarta-feira - 11:00 às 15:00 - 17:30 às 21:00', 'Quinta-feira - 11:00 às 15:00 - 17:30 às 21:00', 'Sexta-feira - 11:00 às 15:00 - 17:30 às 21:00', 'Sábado - 11:00 às 15:00 - 17:30 às 21:00', 'Domingo - 11:00 às 15:00'];['petisco', 'almoço', 'jantar']
Adocei_sim;https://www.ifood.com.br/delivery/paulista-pe/adoceisim-pau-amarelo/9ff23c15-e6e5-4404-822a-5e0e3ab08f03;Rua Médico César Cals de Oliveira, 1602 - Pau Amarelo;Paulista - PE;53433-760;44.139.231/0001-56;['Segunda-feira - 14:00 às 22:00', 'Terça-feira - 14:00 às 22:00', 'Quarta-feira - 14:00 às 22:00', 'Quinta-feira - 14:00 às 22:00', 'Sexta-feira - 14:00 às 22:00', 'Sábado - 12:00 às 22:00', 'Domingo - 12:00 às 22:00'];['bolo no pote', 'bolo vulcão família', 'pudim', 'caseirinho simples', 'tortinhas doce', 'trufas', 'bolo mini vulcão', 'copudim']
Magno Pizza;https://www.ifood.com.br/delivery/paulista-pe/magno-pizza-nobre/36588519-ed99-46aa-990a-77459c93e1c8;Rua Formosa, 3035 - Nobre;Paulista - PE;53401-670;39.658.435/0001-63;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - 18:00 às 22:30', 'Sexta-feira - 18:00 às 22:30', 'Sábado - 18:00 às 22:30', 'Domingo - 18:00 às 22:30'];['cupom grátis', 'pizza grande 35cm (08 fatias)', 'adicional cobertura/bordas', 'bebidas']
Cantinho da Maria;https://www.ifood.com.br/delivery/paulista-pe/cantinho-da-maria-pau-amarelo/b52d496b-d1de-4b4c-9fe8-2f405ce64f22;Rua União Soviética, 453 - Pau Amarelo;Paulista - PE;53433-730;42.154.361/0001-32;['Segunda-feira - 08:00 às 23:00', 'Terça-feira - 08:00 às 23:00', 'Quarta-feira - 08:00 às 23:00', 'Quinta-feira - 08:00 às 23:00', 'Sexta-feira - 08:00 às 23:00', 'Sábado - 08:00 às 23:00', 'Domingo - 08:00 às 23:00'];['-']
Saladacom;https://www.ifood.com.br/delivery/paulista-pe/saladacom-pau-amarelo/c817d656-4f65-4ec6-a5c4-c216ef47f0ba;Rua Estados Unidos, 250 - Pau Amarelo;Paulista - PE;53433-510;34.585.284/0001-47;['Segunda-feira - 10:00 às 17:00', 'Terça-feira - 10:00 às 22:00', 'Quarta-feira - 10:00 às 22:30', 'Quinta-feira - 09:00 às 22:00', 'Sexta-feira - 10:00 às 22:00', 'Sábado - 10:00 às 22:00', 'Domingo - Não abre'];['destaques', 'cuzcuz recheado', 'saladas  p g m', 'sucos da frutas', 'acai', 'bebidas', 'guarana do amazonia']
Cabral's Lanches e Pizzaria;https://www.ifood.com.br/delivery/paulista-pe/cabrals-lanches-e-pizzaria-maranguape-ii/316573a5-491d-4a25-92d1-a3b37ef172fc;Rua Trinta e Três, 390 - Maranguape Ii;Paulista - PE;53421-511;21.901.920/0001-50;['Segunda-feira - 17:30 às 23:00', 'Terça-feira - 17:30 às 23:00', 'Quarta-feira - Não abre', 'Quinta-feira - 17:30 às 23:00', 'Sexta-feira - 17:30 às 23:00', 'Sábado - 17:30 às 23:00', 'Domingo - 17:30 às 23:00'];['destaques', 'especial gourmet', 'pizzas', 'pizzas especiais', 'bebidas', 'salgados', 'açaí']
Coxinharia e Temakeria Ladislau;https://www.ifood.com.br/delivery/paulista-pe/coxinharia-e-temakeria-ladislau-maranguape-ii/a1974c68-c3b9-47ad-a64d-cd46e3e4381b;Rua Quarenta e Cinco, 5 - Maranguape Ii;Paulista - PE;53421-170;20.992.603/0001-24;['Segunda-feira - Não abre', 'Terça-feira - 18:15 às 23:00', 'Quarta-feira - 18:15 às 23:00', 'Quinta-feira - 18:15 às 23:00', 'Sexta-feira - 18:15 às 23:00', 'Sábado - 18:15 às 23:00', 'Domingo - 18:15 às 23:00'];['salgados', 'batata frita', 'temaki natural', 'temaki frito', 'hossomaki', 'uramaki', 'hot holls (carioquinha)', 'bebidas', 'sobremesas']
Yakissoba Delivery;https://www.ifood.com.br/delivery/paulista-pe/yakissoba-delivery-maranguape-ii/a396c296-0bd9-4e35-b942-a84615f99a5b;Avenida A, 38 - Maranguape Ii;Paulista - PE;53421-030;41.198.248/0001-96;['Segunda-feira - 06:15 às 09:30 - 11:00 às 15:00 - 18:00 às 23:00', 'Terça-feira - 06:15 às 09:30 - 11:00 às 15:00 - 18:00 às 23:00', 'Quarta-feira - 06:15 às 09:30 - 11:00 às 15:00 - 18:00 às 23:00', 'Quinta-feira - 06:15 às 09:30 - 11:00 às 15:00 - 18:00 às 23:00', 'Sexta-feira - 06:15 às 09:30 - 11:00 às 15:00 - 18:00 às 23:00', 'Sábado - 06:30 às 09:30 - 11:00 às 15:00 - 18:00 às 23:00', 'Domingo - 06:30 às 09:30 - 11:00 às 15:00 - 18:00 às 23:00'];['yakissoba', 'cuscuz recheado']
Tuba Mix;https://www.ifood.com.br/delivery/paulista-pe/tuba-mix-aurora/b55b0d21-c758-4bde-8374-5097584171be;Rua Vasco da Gama, 3451 - Aurora;Paulista - PE;53401-090;34.330.351/0001-82;['Segunda-feira - 16:00 às 23:59', 'Terça-feira - 16:00 às 23:59', 'Quarta-feira - 16:00 às 23:59', 'Quinta-feira - 16:00 às 23:59', 'Sexta-feira - 16:00 às 23:59', 'Sábado - 16:00 às 23:59', 'Domingo - 16:00 às 23:59'];['burger na brasa', 'smash burger', 'petisco', 'espetinho', 'cortes de churrasco', 'bebidas', 'suco']
Maraka Burguer (jardim Paulista);https://www.ifood.com.br/delivery/paulista-pe/maraka-burguer-jardim-paulista-jardim-paulista/5eb7b3ba-ebdd-4378-98c3-2a25ff1a5356;Avenida Presidente Tancredo Neves, 266 - Jardim Paulista;Paulista - PE;53409-190;18.761.273/0001-14;['Segunda-feira - 11:00 às 15:00 - 16:30 às 23:59', 'Terça-feira - 11:00 às 15:00 - 16:30 às 23:59', 'Quarta-feira - 11:00 às 15:00 - 16:30 às 23:59', 'Quinta-feira - 11:00 às 15:00 - 16:30 às 23:59', 'Sexta-feira - 11:00 às 15:00 - 16:30 às 23:59', 'Sábado - 11:00 às 15:00 - 16:30 às 23:59', 'Domingo - 16:30 às 23:59'];['açaí na tigela', 'baguetes 30cm', 'bebidas', 'beirute', 'bigs', 'burguers', 'especiais', 'hot dog', 'milk shake', 'natural', 'regional', 'sanduíches']
A&F Food Delivery ;https://www.ifood.com.br/delivery/paulista-pe/af-food-delivery-nobre/08e901e9-e5ca-42ac-a382-4135e27ab0cd;Rua Princesa Isabel, 3849 - Nobre;Paulista - PE;53401-590;37.104.136/0001-51;['Segunda-feira - Não abre', 'Terça-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quarta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quinta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sexta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sábado - 11:00 às 15:00 - 18:00 às 23:00', 'Domingo - 11:00 às 15:00 - 18:00 às 23:00'];['coxinha frango', 'refrigerantes & agua', 'pizza de frango', 'pizza calabresa', 'pizza presunto', 'pizza cheddar', 'coxinha de charque', 'coxinha de queijo', 'coxinha de presunto']
Dom Pastelitto Restaurante e Petiscaria;https://www.ifood.com.br/delivery/paulista-pe/dom-pastelitto-restaurante-e-petiscaria-pau-amarelo/05955a92-1992-45bc-832d-9759f1b580fd;Avenida Doutor Cláudio José Gueiros Leite, 7523 - Pau Amarelo;Paulista - PE;53431-165;43.989.044/0001-07;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - 16:00 às 23:00', 'Quinta-feira - 16:00 às 23:00', 'Sexta-feira - 16:00 às 22:00', 'Sábado - 16:00 às 23:00', 'Domingo - 17:00 às 22:30'];['pastéis gourmet', 'pastés com massas saborizadas doces', 'salgados: coxinha, enroladinho , empadas', 'bebidas:']
Pizzaria Barriga Cheia;https://www.ifood.com.br/delivery/paulista-pe/pizzaria-barriga-cheia-nossa-senhora-do-o/4fbda962-9622-4bdd-b30b-1d8835b3cc31;Avenida Doutor Cláudio José Gueiros Leite, 7523 - Nossa Senhora do Ó;Paulista - PE;53429-000;45.041.335/0001-96;['Segunda-feira - 17:00 às 23:00', 'Terça-feira - Não abre', 'Quarta-feira - 17:00 às 23:00', 'Quinta-feira - 17:00 às 23:00', 'Sexta-feira - 17:00 às 23:00', 'Sábado - 17:00 às 23:00', 'Domingo - 17:00 às 23:00'];['promoção', 'pizza', 'bebidas', 'pastéis com massa saborizada']
Prime Pizza;https://www.ifood.com.br/delivery/paulista-pe/prime-pizza-centro/a2d49d89-88a3-48cf-a4fc-3b51e74b9b6b;Rua Veneza, 1044 - Centro;Paulista - PE;53401-105;42.820.261/0001-06;['Segunda-feira - 17:30 às 23:00', 'Terça-feira - 17:30 às 23:00', 'Quarta-feira - Não abre', 'Quinta-feira - 17:30 às 23:00', 'Sexta-feira - 17:30 às 23:00', 'Sábado - 17:30 às 23:00', 'Domingo - 17:30 às 23:00'];['promoções', 'mais pedidos!', 'pizzas', 'bebidas']
Encanto Gelado;https://www.ifood.com.br/delivery/paulista-pe/encanto-gelado-maranguape-ii/374c5961-2ddc-42c1-90ba-240d19381dc2;Avenida F, 327 - Maranguape Ii;Paulista - PE;53421-560;48.738.155/0001-56;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - 00:00 às 02:00 - 10:00 às 23:59', 'Sábado - 00:00 às 02:00 - 10:00 às 23:59', 'Domingo - 00:00 às 02:00'];['cupom r$10', 'sacolé gourmet', 'açaí']
Bakana’s Sorvetes e Sanduiches Paulista ;https://www.ifood.com.br/delivery/paulista-pe/bakanas-sorvetes-e-sanduiches-paulista-jardim-paulista/73015e8d-9316-4376-944e-840a14d9bbf7;Rua Sessenta e Três, 366 - Jardim Paulista;Paulista - PE;53409-100;08.642.006/0001-74;['Segunda-feira - 14:00 às 22:00', 'Terça-feira - 14:00 às 22:00', 'Quarta-feira - 14:00 às 22:00', 'Quinta-feira - 14:00 às 22:00', 'Sexta-feira - 14:00 às 22:00', 'Sábado - 14:00 às 22:00', 'Domingo - 14:00 às 22:00'];['combo', 'sorvetes', 'milk shakes', 'açai na tigela', 'bebidas']
Pizzaria do Dogão;https://www.ifood.com.br/delivery/paulista-pe/pizzaria-do-dogao-jardim-paulista/b0be07d7-fee8-41dd-b7f4-b797321863d1;Rua Sessenta e Três, 135 - Jardim Paulista;Paulista - PE;53409-100;26.698.270/0001-01;['Segunda-feira - 11:00 às 23:00', 'Terça-feira - 11:00 às 23:00', 'Quarta-feira - 11:00 às 23:00', 'Quinta-feira - 11:00 às 23:00', 'Sexta-feira - 11:00 às 23:00', 'Sábado - 11:00 às 23:00', 'Domingo - 11:00 às 23:00'];['pratos para uma pessoa', 'pratos para 3 pessoas', 'bebidas geladas']
Adriano Petiscaria;https://www.ifood.com.br/delivery/paulista-pe/adriano-petiscaria-pau-amarelo/e17242f7-d6d7-4b71-a011-b13ef31485cf;Rua Israel, 500 - Pau Amarelo;Paulista - PE;53433-610;32.707.369/0001-25;['Segunda-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Terça-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quarta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quinta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sexta-feira - 10:30 às 15:00 - 18:00 às 23:00', 'Sábado - 10:30 às 15:00 - 18:00 às 23:00', 'Domingo - 10:30 às 15:00 - 18:00 às 23:00'];['carne de sol', 'batata frita', 'parmegiana', 'calabresa', 'picanha', 'almoço']
Subway Paulista;https://www.ifood.com.br/delivery/paulista-pe/subway-paulista-nobre/4831670f-f894-4454-8454-76939f410fe8;Avenida Prefeito José Eustáquio de Queiroz,, 220 - Nobre;Paulista - PE;53401-435;18.043.408/0001-06;['Segunda-feira - 10:00 às 22:00', 'Terça-feira - 10:00 às 22:00', 'Quarta-feira - 10:00 às 22:00', 'Quinta-feira - 10:00 às 22:00', 'Sexta-feira - 10:00 às 23:00', 'Sábado - 10:00 às 23:00', 'Domingo - 12:00 às 22:00'];['lançamento - cookie diamante negro', 'lançamentos', 'lançamentos - sobremesas', 'subs max', 'sanduíches exclusivos', 'sanduíches tradicionais', 'sanduíches preferidos', 'sanduíches econômicos', 'saladas', 'chips e cookies', 'bebidas', 'sobremesas']
Açaí Ponto de Parada;https://www.ifood.com.br/delivery/paulista-pe/acai-ponto-de-parada-jardim-paulista/67c12686-854d-4b12-9a4f-f59f6278bcdf;Avenida Presidente Tancredo Neves, 56 - Jardim Paulista;Paulista - PE;53409-190;29.774.725/0001-19;['Segunda-feira - 15:00 às 22:45', 'Terça-feira - 15:00 às 22:45', 'Quarta-feira - 15:00 às 22:45', 'Quinta-feira - 15:00 às 22:45', 'Sexta-feira - 15:00 às 22:45', 'Sábado - 15:00 às 22:45', 'Domingo - 15:00 às 22:45'];['bebidas', 'açaí']
World Açaiteria;https://www.ifood.com.br/delivery/paulista-pe/world-acaiteria-nobre/884769b0-1d51-4637-bb2b-844edddd303a;Rua Pedro Alves Neto, 55 - Nobre;Paulista - PE;53401-775;30.524.841/0001-69;['Segunda-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Terça-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Quarta-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Quinta-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Sexta-feira - 10:00 às 15:30 - 18:00 às 23:00', 'Sábado - 10:00 às 15:30 - 18:00 às 23:00', 'Domingo - 10:00 às 15:30 - 18:00 às 23:00'];['açaí na tigela', 'bebidas', 'ofertas só para novos', 'black friday', 'promobombs']
Kony Lounge;https://www.ifood.com.br/delivery/paulista-pe/kony-lounge-jardim-paulista/06dba5ca-e5ee-4c84-94d1-6f3f8b81c688;Avenida Ministro Marcos de Barros Freire, 1250 - Jardim Paulista;Paulista - PE;53407-355;13.040.234/0001-04;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:59', 'Sexta-feira - 18:00 às 23:59', 'Sábado - 18:00 às 23:59', 'Domingo - 18:00 às 23:00'];['destaques', 'promocionais', 'combinados do chefe', 'sugestões do chefe', 'culinária chinesa', 'temakis', 'niguiri e sashimi', 'sunomono', 'bebidas']
Evellyn Doceria Café;https://www.ifood.com.br/delivery/paulista-pe/evellyn-doceria-cafe-jardim-paulista/37cf89c3-3fc1-4434-9232-0a64139b7251;Av Presidente Tancredo Neves, 9 - Jardim Paulista;Paulista - PE;53409-190;17.481.735/0001-87;['Segunda-feira - 17:30 às 23:00', 'Terça-feira - 17:30 às 23:00', 'Quarta-feira - 17:30 às 23:00', 'Quinta-feira - 17:30 às 23:00', 'Sexta-feira - 17:30 às 23:00', 'Sábado - 17:30 às 23:00', 'Domingo - 17:30 às 23:00'];['-']
Cia Pastel;https://www.ifood.com.br/delivery/paulista-pe/cia-pastel-jardim-paulista-baixo/f2943e9c-9999-490d-bbba-17183c265d18;Rua Cinquenta e Um, 21 - Jardim Paulista Baixo;Paulista - PE;53421-261;39.282.222/0001-80;['Segunda-feira - Não abre', 'Terça-feira - 18:45 às 23:00', 'Quarta-feira - 18:45 às 23:00', 'Quinta-feira - 18:45 às 23:00', 'Sexta-feira - 18:45 às 23:00', 'Sábado - 18:45 às 23:00', 'Domingo - 18:45 às 23:00'];['pastel de carne', 'pastel de frango', 'pastel de queijos', 'pastel doces', 'pastel de crustáceo', 'pastel de palmito', 'pastel de hambúrguer', 'pastel petisco']
Rodes Churrasco Grego;https://www.ifood.com.br/delivery/paulista-pe/rodes-churrasco-grego-jardim-paulista/2c1927cf-ee96-478c-8f7d-f956e3c348f0;Rua Cinquenta e Um, 21 - Jardim Paulista;Paulista - PE;53409-580;34.764.455/0001-03;['Segunda-feira - 17:00 às 23:00', 'Terça-feira - 17:00 às 23:00', 'Quarta-feira - 17:00 às 23:00', 'Quinta-feira - 17:00 às 23:00', 'Sexta-feira - 17:00 às 23:00', 'Sábado - 17:00 às 23:00', 'Domingo - 17:00 às 23:00'];['saladas', 'adicionais', 'bebidas']
Ki Delícia Salgados;https://www.ifood.com.br/delivery/paulista-pe/ki-delicia-salgados-pau-amarelo/8ec0d9f2-f724-41f0-9ff8-5d18837e0b1c;Rua Vitoria S Antao, 65 - Pau Amarelo;Paulista - PE;53433-290;37.326.024/0001-45;['Segunda-feira - 00:00 às 02:45 - 17:30 às 23:59', 'Terça-feira - 10:00 às 23:59', 'Quarta-feira - 06:00 às 23:59', 'Quinta-feira - 00:00 às 04:00 - 06:00 às 23:59', 'Sexta-feira - 11:15 às 23:59', 'Sábado - 22:00 às 23:59', 'Domingo - 03:00 às 04:00 - 10:30 às 23:59'];['açaí', 'salgados']
Krispys Lanches Gourmet;https://www.ifood.com.br/delivery/paulista-pe/krispys-lanches-gourmet-jardim-paulista/f1d5b53f-f711-4e88-adad-eb90f85fab5c;Avenida Ministro Marcos de Barros Freire, 83 - Jardim Paulista;Paulista - PE;53407-355;39.294.842/0001-39;['Segunda-feira - 19:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 19:30 às 23:30', 'Quinta-feira - 19:00 às 23:00', 'Sexta-feira - 18:00 às 21:45', 'Sábado - 18:00 às 21:45', 'Domingo - 18:00 às 21:45'];['coxinha', 'enroladinho']
Tá na Chapa Burguer;https://www.ifood.com.br/delivery/paulista-pe/ta-na-chapa-burguer-jardim-paulista/fca2255e-4cd0-4526-8a2c-e275d179fe3c;Avenida E, 236 - Jardim Paulista;Paulista - PE;53407-210;46.493.180/0001-91;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - Não abre', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['burguers', 'batata frita', 'combos', 'refrigerantes', 'adicionais']
Punk keka's;https://www.ifood.com.br/delivery/paulista-pe/punk-kekas-pau-amarelo/5e39d1b0-cf3e-4690-990b-a9fa125eb700;Avenida Severino Pereira de Oliveira, 385 - Pau Amarelo;Paulista - PE;53433-240;36.789.439/0001-92;['Segunda-feira - 09:00 às 23:59', 'Terça-feira - 09:00 às 23:59', 'Quarta-feira - 09:00 às 23:59', 'Quinta-feira - 09:00 às 23:59', 'Sexta-feira - 08:30 às 23:59', 'Sábado - 09:45 às 23:59', 'Domingo - 08:45 às 23:45'];['destaques', '- os mais pedidos do ifood -', '- espetaculo de panquecas !!! -', '- combos com desconto -', '- panquecas doces -', 'bebidas']
Castanha Acai;https://www.ifood.com.br/delivery/paulista-pe/castanha-acai-pau-amarelo/f7d3d061-e38f-4911-a215-060a90fabc77;Rua Manoel de Araújo, 13 - Pau Amarelo;Paulista - PE;53433-480;41.765.285/0001-39;['Segunda-feira - 12:00 às 23:59', 'Terça-feira - 17:00 às 23:59', 'Quarta-feira - 12:00 às 23:59', 'Quinta-feira - 12:00 às 23:59', 'Sexta-feira - 12:00 às 23:59', 'Sábado - 12:00 às 23:59', 'Domingo - 12:00 às 23:59'];['açaí tradicional', 'açaí trufado']
Delicias de Gourmet 3m;https://www.ifood.com.br/delivery/paulista-pe/delicias-de-gourmet-3m-jardim-paulista/b93eb849-0e4c-45a3-b2d4-59b31d5fa957;Rua Noventa e Sete, 146 - Jardim Paulista;Paulista - PE;53407-080;42.085.354/0001-26;['Segunda-feira - 12:00 às 22:30', 'Terça-feira - 12:00 às 22:30', 'Quarta-feira - 12:00 às 22:30', 'Quinta-feira - 12:00 às 22:30', 'Sexta-feira - 12:00 às 13:00', 'Sábado - 12:00 às 22:30', 'Domingo - 12:00 às 22:30'];['frutas', 'gourmets']
Fit-me Marmitas Saudáveis;https://www.ifood.com.br/delivery/paulista-pe/fit-me-marmitas-saudaveis-jardim-paulista/12861ccf-9542-40d1-a9d5-410d3e50caad;Rua Noventa e Nove, 9 - Jardim Paulista;Paulista - PE;53407-140;46.051.214/0001-98;['Segunda-feira - 10:00 às 22:30', 'Terça-feira - 10:00 às 22:30', 'Quarta-feira - 10:00 às 22:30', 'Quinta-feira - 10:00 às 22:30', 'Sexta-feira - 10:00 às 22:30', 'Sábado - 10:00 às 22:30', 'Domingo - 10:00 às 22:30'];['marmita fit.']
Esther Variedades;https://www.ifood.com.br/delivery/paulista-pe/esther-variedades-maranguape-i/7687c63d-718e-4bd6-b35f-e39811882cac;Rua Doze, 235 - Maranguape I;Paulista - PE;53444-540;45.464.391/0001-33;['Segunda-feira - 11:00 às 23:59', 'Terça-feira - 11:00 às 23:59', 'Quarta-feira - 11:00 às 23:59', 'Quinta-feira - 11:00 às 23:59', 'Sexta-feira - 11:00 às 23:59', 'Sábado - 11:00 às 23:59', 'Domingo - 11:00 às 23:59'];['-']
Festolé;https://www.ifood.com.br/delivery/paulista-pe/festole-maranguape-i/6c54414c-7613-4c1e-aaf1-6ef77bcc0755;Rua Dez, 56 - Maranguape I;Paulista - PE;53444-530;26.646.085/0001-73;['Segunda-feira - 08:30 às 22:00', 'Terça-feira - 08:30 às 22:30', 'Quarta-feira - 08:45 às 22:30', 'Quinta-feira - 08:45 às 22:30', 'Sexta-feira - 08:45 às 22:30', 'Sábado - 07:45 às 22:30', 'Domingo - 07:45 às 22:45'];['destaques', 'sacolé gourmet', 'combo festolé', 'açai', 'sacolé no isopor']
F & G Hamburgueria e Petiscaria;https://www.ifood.com.br/delivery/paulista-pe/f--g-hamburgueria-e-petiscaria-pau-amarelo/d509067f-6b50-435a-a117-7d72093d233d;Rua do Retiro, 378 - Pau Amarelo;Paulista - PE;53433-750;48.720.484/0001-70;['Segunda-feira - Não abre', 'Terça-feira - 17:00 às 23:59', 'Quarta-feira - 17:00 às 23:59', 'Quinta-feira - 17:00 às 23:59', 'Sexta-feira - 17:00 às 23:59', 'Sábado - 17:00 às 23:59', 'Domingo - 17:00 às 23:59'];['lanches']
Bella Pizza;https://www.ifood.com.br/delivery/paulista-pe/bella-pizza-janga/67ec314c-bf7c-461a-a475-e39ec7863e5f;Rua Quipapa, 267 - Janga;Paulista - PE;53435-070;40.516.469/0001-00;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - Não abre', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 22:30', 'Domingo - 18:00 às 22:30'];['cupom de desconto', 'salgadas', 'doces', 'refrigerantes']
Casa da Vó Ju;https://www.ifood.com.br/delivery/paulista-pe/casa-da-vo-ju-vila-torres-galvao/425a5b8e-5f7e-4526-a4e6-ec8a51991fb8;Avenida Antônio Cabral de Souza, 350 - Vila Torres Galvão;Paulista - PE;53403-610;45.994.893/0001-76;['Segunda-feira - Não abre', 'Terça-feira - 17:00 às 23:00', 'Quarta-feira - 17:00 às 23:00', 'Quinta-feira - 17:00 às 23:00', 'Sexta-feira - 17:00 às 23:00', 'Sábado - 17:00 às 23:00', 'Domingo - Não abre'];['pastéis', 'sobremesas', 'promoções']
Brangus Hamburgueria Artesanal;https://www.ifood.com.br/delivery/itapissuma-pe/brangus-hamburgueria-artesanal-centro/0ec66145-6fb7-4acb-b57e-5673fa937a97;Praça Agamenon Magalhães, 75 - Centro;Itapissuma - PE;53700-000;29.738.260/0001-40;['Segunda-feira - 18:00 às 23:30', 'Terça-feira - 18:00 às 23:30', 'Quarta-feira - 18:00 às 23:30', 'Quinta-feira - 18:00 às 23:30', 'Sexta-feira - 18:00 às 23:30', 'Sábado - 17:30 às 23:30', 'Domingo - 17:30 às 23:30'];"['destaques', 'brangus do dia (1)', 'hot-dogs', 'baguetes', 'hamburguer', 'combos', ""pizza's"", 'sobremesas geladas (1)', 'clones', 'bebidas', 'acompanhamentos']"
TROPICAL COMEDORIA;https://www.ifood.com.br/delivery/paulista-pe/tropical-comedoria-pau-amarelo/cd7eef44-7ea3-4867-baac-ce21bbad221b;Rua Dom Diamantino Costa, 160 - Pau Amarelo;Paulista - PE;53433-500;42.801.370/0001-78;['Segunda-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Terça-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Quarta-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Quinta-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Sexta-feira - 10:00 às 14:15 - 18:00 às 21:45', 'Sábado - 10:00 às 14:15 - 18:00 às 21:45', 'Domingo - Não abre'];['destaques', 'yakisoba especial', 'yakisoba tradicional', 'batata frita', 'bebidas']
Delicias da Gabi Silva;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-gabi-silva-santa-maria/fe88dcd4-0768-4b76-a15d-e243e5af5c85;Rua João Amazonas, 59 - Santa Maria;Igarassu - PE;53635-675;42.830.255/0001-21;['Segunda-feira - 10:30 às 15:15', 'Terça-feira - 10:30 às 15:15', 'Quarta-feira - Não abre', 'Quinta-feira - 10:30 às 15:15', 'Sexta-feira - 10:30 às 15:15', 'Sábado - 10:30 às 15:15', 'Domingo - 10:30 às 15:15'];['almoços tamanho m 600g (1) (1)', 'almoços tamanho g 750g (1) (1)', 'almoço com 2 opções de carne m - 600g (1) (1)', 'almoço com 2 opções de carne g  - 750g', 'almoço do tamanho da sua fome! (1)', 'bebidas']
Vagalum's Naturalles;https://www.ifood.com.br/delivery/igarassu-pe/vagalums-naturalles-rubina/5c362e30-5638-46d0-87ac-f2803f09ff02;Rua Jardim Novelino, 39 - Rubina;Igarassu - PE;53635-585;44.574.707/0001-87;['Segunda-feira - 11:00 às 23:00', 'Terça-feira - 11:00 às 23:00', 'Quarta-feira - 11:00 às 23:00', 'Quinta-feira - 11:00 às 23:00', 'Sexta-feira - 11:00 às 23:00', 'Sábado - 11:00 às 23:00', 'Domingo - 11:00 às 23:00'];['bebidas', 'promoção da semana', 'combo', 'sorvete 2 litros', 'açaí na tigela', 'sorvetes de frutas', 'adicionais']
Delicias da Vovo;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-vovo-ana-de-albuquerque/b1c84141-e995-480c-8ee7-ec25f5189031;Rua Paraíba, 54 - Ana de Albuquerque;Igarassu - PE;53630-115;43.518.700/0001-85;['Segunda-feira - 10:30 às 15:30', 'Terça-feira - 10:30 às 15:30', 'Quarta-feira - 10:30 às 15:30', 'Quinta-feira - 10:30 às 15:30', 'Sexta-feira - 10:30 às 15:30', 'Sábado - Não abre', 'Domingo - Não abre'];['deliciosos', 'bebidas']
